review_id,user_id,book_id,author_id,review_text,review_rating,review_votes,spoiler_flag,spoiler_state,review_added_date,review_updated_date,review_read_count,comments_count,review_url,record_create_timestamp
3198452846,96304158,16085481,634694,"Although the movie was definitely better, the little details in this book have set up the sequel to be interesting.",4,0,false,none,Wed Feb 19 18:33:54 -0800 2020,Wed Feb 19 18:34:44 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452846,2020-02-19 21:39:20.494503
3198452810,29591239,51450191,9325,"third times the charm? hated it the first couple of times, but this time i LOVED it??",4,0,false,none,Wed Feb 19 18:33:52 -0800 2020,Wed Feb 19 18:35:51 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452810,2020-02-19 21:39:21.453771
3198452580,36080699,6263849,874131,"Me lo he echado en una ida y vuelta en el metro, es muy ameno, quería seguir leyendo anécdotas del extravagante Golo.Es un increíble libro de temática LGBT mexicano, este y el vampiro de la colonia Roma, me parecen estandartes y memorables libros del género.",5,0,false,none,Wed Feb 19 18:33:40 -0800 2020,Wed Feb 19 18:36:17 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452580,2020-02-19 21:39:22.404611
3198452528,4515563,18141627,6552699,The thing about this series is that it makes me never want to stop reading.,5,0,false,none,Wed Feb 19 18:33:37 -0800 2020,Wed Feb 19 18:34:26 -0800 2020,2,0,https://www.goodreads.com/review/show/3198452528,2020-02-19 21:39:23.299778
3198452492,108765121,18114322,585,Brilliant,5,0,false,none,Wed Feb 19 18:33:36 -0800 2020,Wed Feb 19 18:34:18 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452492,2020-02-19 21:39:24.217727
3198452225,12826447,42749509,16591690,Page Turner!I really enjoyed this book. I loved the characters and the sneaky twist! I really liked how the main characters gave each other a piece of them that fit perfectly to create a whole. Like the last piece of a puzzle fitting in perfectly,5,0,false,none,Wed Feb 19 18:33:22 -0800 2020,Wed Feb 19 18:35:49 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452225,2020-02-19 21:39:25.242333
3198455651,76206467,13667,874602,THISSHIT*deep breath before speaking the language of making*RUUUUUULES,5,0,false,none,Wed Feb 19 18:36:17 -0800 2020,Wed Feb 19 18:36:52 -0800 2020,1,0,https://www.goodreads.com/review/show/3198455651,2020-02-19 21:39:57.618369
3198455543,85907136,47769549,7410834,"This is a wonderful series that has to be read in order, this is book 3. There are more points of view from different characters included in this book that add a further layer of suspense and mystery to the story. I can’t say enough great things about this amazing story. The author has left this...",5,0,false,none,Wed Feb 19 18:36:10 -0800 2020,Wed Feb 19 18:36:43 -0800 2020,1,0,https://www.goodreads.com/review/show/3198455543,2020-02-19 21:39:58.580270
3198454784,91305674,29780253,15149526,WILD BOY,5,0,false,none,Wed Feb 19 18:35:31 -0800 2020,Wed Feb 19 18:35:58 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454784,2020-02-19 21:39:59.453748
3198454585,90307732,51057368,19490084,"Ok, so I knew getting this book that it was going to have a fake boyfriend aspect to it, and I really enjoyed the way this book was done. A lot of the time when a book does the gay for you there is a lot of angst and indecision and while there was a bit of that in this case I'm glad that Heath di...",5,0,false,none,Wed Feb 19 18:35:21 -0800 2020,Wed Feb 19 18:35:52 -0800 2020,0,0,https://www.goodreads.com/review/show/3198454585,2020-02-19 21:40:00.418892
3198454551,14730037,34747990,15139149,"Interesting mix of creepy and cute. Earlier comics were notably darker. Later comics are notably more absurd (though less dark) with a larger cast of hybrid-beings, like an eraser-cat and a coffee-cat.",5,0,false,none,Wed Feb 19 18:35:19 -0800 2020,Wed Feb 19 18:36:32 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454551,2020-02-19 21:40:01.347830
3198454117,102177361,43272260,1124669,Just heard Kao Kalia Yang read this aloud at Subtext Books. What an incredible work of art. Hopefully it wins the Minnesota Book Award.,5,0,false,none,Wed Feb 19 18:34:57 -0800 2020,Wed Feb 19 18:36:01 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454117,2020-02-19 21:40:02.313963
3198454089,102219646,23454554,6534710,"A Shot of Sin – (The Vault) - Book 1Just when you think you have an idea about where Eden Summers will take you in a book, you don’t!Leo has been keeping his eye on Shay (who works for him) ok keeping his eye and his fingers on her. Shay in turn is very happy to have his eyes on her now if you wo...",5,0,false,none,Wed Feb 19 18:34:56 -0800 2020,Wed Feb 19 18:35:16 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454089,2020-02-19 21:40:03.274232
3198453815,108765121,4799,585,wonderful read,5,0,false,none,Wed Feb 19 18:34:42 -0800 2020,Wed Feb 19 18:34:58 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453815,2020-02-19 21:40:04.271588
3198453677,102598042,51411855,8442873,Amazing...,5,0,false,none,Wed Feb 19 18:34:35 -0800 2020,Wed Feb 19 18:34:48 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453677,2020-02-19 21:40:05.214667
3198453523,97378525,33952116,15755726,Tác giả chủ yếu nói về cuộc đời dành học bổng của tác giả. Chỉ đề cập đến ngành Y chứ không hề đề cập khía cạnh ngành khác. Quyển này phù hợp với các bạn ngành Y có thể đọc để rõ thêm về các thông tin nên biết khi tìm hc bổng. Dù sao cũng cảm ơn tác giả đã chia sẻ kinh nghiệm của mình.,3,0,false,none,Wed Feb 19 18:34:27 -0800 2020,Wed Feb 19 18:36:32 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453523,2020-02-19 21:40:06.154537
3198453457,91408922,27266,15292,"I am always on the lookout for a good supernatural book, vampire and werewolves are my favourite and this one did not disappoint. I find that some supernatural books are a little hard to believe when told how main stream vamps are, but this one was easy to believe. The only thing that I found a l...",5,0,false,none,Wed Feb 19 18:34:24 -0800 2020,Wed Feb 19 18:34:34 -0800 2020,2,0,https://www.goodreads.com/review/show/3198453457,2020-02-19 21:40:07.074003
3198453215,105209745,130520,9599,Actually quite boring....Maybe a little interesting because of Allie’s views on America and the world but..not really.,2,0,false,none,Wed Feb 19 18:34:13 -0800 2020,Wed Feb 19 18:36:10 -0800 2020,2,0,https://www.goodreads.com/review/show/3198453215,2020-02-19 21:40:07.993283
3198453148,77924270,40227655,18064393,"Simple, visceral prose, an original concept and a short length saved this novel from a 2 star rating.",3,0,false,none,Wed Feb 19 18:34:10 -0800 2020,Wed Feb 19 18:37:06 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453148,2020-02-19 21:40:08.945200
3198453027,59216898,51288826,19705698,"When Maddox, the Prez of his MC is brought in to the ER towards the end of her shift, Maggie is instantly drawn to him and vice versa. She’s captivated by his eyes and checks up on him a couple of days later as she cannot get him off her mind. When Maddox wakes to find the beautiful doctor that c...",5,0,false,none,Wed Feb 19 18:34:03 -0800 2020,Wed Feb 19 18:34:17 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453027,2020-02-19 21:40:09.887003
3198452846,96304158,16085481,634694,"Although the movie was definitely better, the little details in this book have set up the sequel to be interesting.",4,0,false,none,Wed Feb 19 18:33:54 -0800 2020,Wed Feb 19 18:34:44 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452846,2020-02-19 21:40:10.831191
3198452810,29591239,51450191,9325,"third times the charm? hated it the first couple of times, but this time i LOVED it??",4,0,false,none,Wed Feb 19 18:33:52 -0800 2020,Wed Feb 19 18:35:51 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452810,2020-02-19 21:40:11.728444
3198452580,36080699,6263849,874131,"Me lo he echado en una ida y vuelta en el metro, es muy ameno, quería seguir leyendo anécdotas del extravagante Golo.Es un increíble libro de temática LGBT mexicano, este y el vampiro de la colonia Roma, me parecen estandartes y memorables libros del género.",5,0,false,none,Wed Feb 19 18:33:40 -0800 2020,Wed Feb 19 18:36:17 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452580,2020-02-19 21:40:12.653307
3198452528,4515563,18141627,6552699,The thing about this series is that it makes me never want to stop reading.,5,0,false,none,Wed Feb 19 18:33:37 -0800 2020,Wed Feb 19 18:34:26 -0800 2020,2,0,https://www.goodreads.com/review/show/3198452528,2020-02-19 21:40:13.555288
3198452492,108765121,18114322,585,Brilliant,5,0,false,none,Wed Feb 19 18:33:36 -0800 2020,Wed Feb 19 18:34:18 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452492,2020-02-19 21:40:14.514724
3198452225,12826447,42749509,16591690,Page Turner!I really enjoyed this book. I loved the characters and the sneaky twist! I really liked how the main characters gave each other a piece of them that fit perfectly to create a whole. Like the last piece of a puzzle fitting in perfectly,5,0,false,none,Wed Feb 19 18:33:22 -0800 2020,Wed Feb 19 18:35:49 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452225,2020-02-19 21:40:15.474922
3198455651,76206467,13667,874602,THISSHIT*deep breath before speaking the language of making*RUUUUUULES,5,0,false,none,Wed Feb 19 18:36:17 -0800 2020,Wed Feb 19 18:36:52 -0800 2020,1,0,https://www.goodreads.com/review/show/3198455651,2020-02-19 21:40:47.978541
3198455543,85907136,47769549,7410834,"This is a wonderful series that has to be read in order, this is book 3. There are more points of view from different characters included in this book that add a further layer of suspense and mystery to the story. I can’t say enough great things about this amazing story. The author has left this...",5,0,false,none,Wed Feb 19 18:36:10 -0800 2020,Wed Feb 19 18:36:43 -0800 2020,1,0,https://www.goodreads.com/review/show/3198455543,2020-02-19 21:40:48.936317
3198454784,91305674,29780253,15149526,WILD BOY,5,0,false,none,Wed Feb 19 18:35:31 -0800 2020,Wed Feb 19 18:35:58 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454784,2020-02-19 21:40:49.877330
3198454585,90307732,51057368,19490084,"Ok, so I knew getting this book that it was going to have a fake boyfriend aspect to it, and I really enjoyed the way this book was done. A lot of the time when a book does the gay for you there is a lot of angst and indecision and while there was a bit of that in this case I'm glad that Heath di...",5,0,false,none,Wed Feb 19 18:35:21 -0800 2020,Wed Feb 19 18:35:52 -0800 2020,0,0,https://www.goodreads.com/review/show/3198454585,2020-02-19 21:40:50.875222
3198454551,14730037,34747990,15139149,"Interesting mix of creepy and cute. Earlier comics were notably darker. Later comics are notably more absurd (though less dark) with a larger cast of hybrid-beings, like an eraser-cat and a coffee-cat.",5,0,false,none,Wed Feb 19 18:35:19 -0800 2020,Wed Feb 19 18:36:32 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454551,2020-02-19 21:40:51.781628
3198454117,102177361,43272260,1124669,Just heard Kao Kalia Yang read this aloud at Subtext Books. What an incredible work of art. Hopefully it wins the Minnesota Book Award.,5,0,false,none,Wed Feb 19 18:34:57 -0800 2020,Wed Feb 19 18:36:01 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454117,2020-02-19 21:40:52.659957
3198454089,102219646,23454554,6534710,"A Shot of Sin – (The Vault) - Book 1Just when you think you have an idea about where Eden Summers will take you in a book, you don’t!Leo has been keeping his eye on Shay (who works for him) ok keeping his eye and his fingers on her. Shay in turn is very happy to have his eyes on her now if you wo...",5,0,false,none,Wed Feb 19 18:34:56 -0800 2020,Wed Feb 19 18:35:16 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454089,2020-02-19 21:40:53.628086
3198453815,108765121,4799,585,wonderful read,5,0,false,none,Wed Feb 19 18:34:42 -0800 2020,Wed Feb 19 18:34:58 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453815,2020-02-19 21:40:54.549562
3198453677,102598042,51411855,8442873,Amazing...,5,0,false,none,Wed Feb 19 18:34:35 -0800 2020,Wed Feb 19 18:34:48 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453677,2020-02-19 21:40:55.454474
3198453523,97378525,33952116,15755726,Tác giả chủ yếu nói về cuộc đời dành học bổng của tác giả. Chỉ đề cập đến ngành Y chứ không hề đề cập khía cạnh ngành khác. Quyển này phù hợp với các bạn ngành Y có thể đọc để rõ thêm về các thông tin nên biết khi tìm hc bổng. Dù sao cũng cảm ơn tác giả đã chia sẻ kinh nghiệm của mình.,3,0,false,none,Wed Feb 19 18:34:27 -0800 2020,Wed Feb 19 18:36:32 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453523,2020-02-19 21:40:56.370175
3198453457,91408922,27266,15292,"I am always on the lookout for a good supernatural book, vampire and werewolves are my favourite and this one did not disappoint. I find that some supernatural books are a little hard to believe when told how main stream vamps are, but this one was easy to believe. The only thing that I found a l...",5,0,false,none,Wed Feb 19 18:34:24 -0800 2020,Wed Feb 19 18:34:34 -0800 2020,2,0,https://www.goodreads.com/review/show/3198453457,2020-02-19 21:40:57.290581
3198453215,105209745,130520,9599,Actually quite boring....Maybe a little interesting because of Allie’s views on America and the world but..not really.,2,0,false,none,Wed Feb 19 18:34:13 -0800 2020,Wed Feb 19 18:36:10 -0800 2020,2,0,https://www.goodreads.com/review/show/3198453215,2020-02-19 21:40:58.192535
3198453148,77924270,40227655,18064393,"Simple, visceral prose, an original concept and a short length saved this novel from a 2 star rating.",3,0,false,none,Wed Feb 19 18:34:10 -0800 2020,Wed Feb 19 18:37:06 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453148,2020-02-19 21:40:59.128270
3198453027,59216898,51288826,19705698,"When Maddox, the Prez of his MC is brought in to the ER towards the end of her shift, Maggie is instantly drawn to him and vice versa. She’s captivated by his eyes and checks up on him a couple of days later as she cannot get him off her mind. When Maddox wakes to find the beautiful doctor that c...",5,0,false,none,Wed Feb 19 18:34:03 -0800 2020,Wed Feb 19 18:34:17 -0800 2020,1,0,https://www.goodreads.com/review/show/3198453027,2020-02-19 21:41:00.054249
3198452846,96304158,16085481,634694,"Although the movie was definitely better, the little details in this book have set up the sequel to be interesting.",4,0,false,none,Wed Feb 19 18:33:54 -0800 2020,Wed Feb 19 18:34:44 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452846,2020-02-19 21:41:00.956836
3198452810,29591239,51450191,9325,"third times the charm? hated it the first couple of times, but this time i LOVED it??",4,0,false,none,Wed Feb 19 18:33:52 -0800 2020,Wed Feb 19 18:35:51 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452810,2020-02-19 21:41:01.902763
3198452580,36080699,6263849,874131,"Me lo he echado en una ida y vuelta en el metro, es muy ameno, quería seguir leyendo anécdotas del extravagante Golo.Es un increíble libro de temática LGBT mexicano, este y el vampiro de la colonia Roma, me parecen estandartes y memorables libros del género.",5,0,false,none,Wed Feb 19 18:33:40 -0800 2020,Wed Feb 19 18:36:17 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452580,2020-02-19 21:41:02.832388
3198452528,4515563,18141627,6552699,The thing about this series is that it makes me never want to stop reading.,5,0,false,none,Wed Feb 19 18:33:37 -0800 2020,Wed Feb 19 18:34:26 -0800 2020,2,0,https://www.goodreads.com/review/show/3198452528,2020-02-19 21:41:04.038674
3198452492,108765121,18114322,585,Brilliant,5,0,false,none,Wed Feb 19 18:33:36 -0800 2020,Wed Feb 19 18:34:18 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452492,2020-02-19 21:41:05.049079
3198452225,12826447,42749509,16591690,Page Turner!I really enjoyed this book. I loved the characters and the sneaky twist! I really liked how the main characters gave each other a piece of them that fit perfectly to create a whole. Like the last piece of a puzzle fitting in perfectly,5,0,false,none,Wed Feb 19 18:33:22 -0800 2020,Wed Feb 19 18:35:49 -0800 2020,1,0,https://www.goodreads.com/review/show/3198452225,2020-02-19 21:41:05.995512
3198455651,76206467,13667,874602,THISSHIT*deep breath before speaking the language of making*RUUUUUULES,5,0,false,none,Wed Feb 19 18:36:17 -0800 2020,Wed Feb 19 18:36:52 -0800 2020,1,0,https://www.goodreads.com/review/show/3198455651,2020-02-19 21:41:38.313441
3198455543,85907136,47769549,7410834,"This is a wonderful series that has to be read in order, this is book 3. There are more points of view from different characters included in this book that add a further layer of suspense and mystery to the story. I can’t say enough great things about this amazing story. The author has left this...",5,0,false,none,Wed Feb 19 18:36:10 -0800 2020,Wed Feb 19 18:36:43 -0800 2020,1,0,https://www.goodreads.com/review/show/3198455543,2020-02-19 21:41:39.274565
3198454784,91305674,29780253,15149526,WILD BOY,5,0,false,none,Wed Feb 19 18:35:31 -0800 2020,Wed Feb 19 18:35:58 -0800 2020,1,0,https://www.goodreads.com/review/show/3198454784,2020-02-19 21:41:40.197478
