user_id,user_name,user_display_name,location,profile_link,uri,user_image_url,small_image_url,has_image,record_create_timestamp
105209745,Miranda,Miranda,Australia,https://www.goodreads.com/user/show/105209745-miranda,kca://profile:goodreads/AL7PKM73XJ5UD,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:38:27.114669
77924270,Allison,Allison A,The United States,https://www.goodreads.com/user/show/77924270-allison-a,kca://profile:goodreads/A3M51VHTPRV8VY,https://images.gr-assets.com/users/1518900888p3/77924270.jpg,https://images.gr-assets.com/users/1518900888p2/77924270.jpg,true,2020-02-19 21:38:28.035749
59216898,Jill,Jill Haworth,"London, H9, The United Kingdom",https://www.goodreads.com/user/show/59216898-jill-haworth,kca://profile:goodreads/ATWEUZIVYJ3FA,https://images.gr-assets.com/users/1472761938p3/59216898.jpg,https://images.gr-assets.com/users/1472761938p2/59216898.jpg,true,2020-02-19 21:38:28.981955
96304158,Emily,Emily Eden,"Shenandoah, IA",https://www.goodreads.com/user/show/96304158-emily-eden,kca://profile:goodreads/ALCLJK1MK4NGT,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:38:29.908095
29591239,Hannah,Hannah Blair,"Montréal, QC, Canada",https://www.goodreads.com/user/show/29591239-hannah-blair,kca://profile:goodreads/A1UA9C5XE9J119,https://images.gr-assets.com/users/1553379098p3/29591239.jpg,https://images.gr-assets.com/users/1553379098p2/29591239.jpg,true,2020-02-19 21:38:30.821034
36080699,Boriiberto,Boriiberto,"Mexico, 09, Mexico",https://www.goodreads.com/user/show/36080699-boriiberto,kca://profile:goodreads/AY69L45N6I5X3,https://images.gr-assets.com/users/1483633092p3/36080699.jpg,https://images.gr-assets.com/users/1483633092p2/36080699.jpg,true,2020-02-19 21:38:31.815353
4515563,Terri,Terri,Canada,https://www.goodreads.com/user/show/4515563-terri,kca://profile:goodreads/A1C705MXK33ST9,https://images.gr-assets.com/users/1537365199p3/4515563.jpg,https://images.gr-assets.com/users/1537365199p2/4515563.jpg,true,2020-02-19 21:38:32.764901
108765121,Greg,Greg Hernandez,"Los Angeles, CA",https://www.goodreads.com/user/show/108765121-greg-hernandez,kca://profile:goodreads/A3O4P5J2KINQUV,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:38:33.764347
12826447,Alison,Alison,"Red Deer, AB, Canada",https://www.goodreads.com/user/show/12826447-alison,kca://profile:goodreads/A21KOVQY8PUXBM,https://images.gr-assets.com/users/1347633918p3/12826447.jpg,https://images.gr-assets.com/users/1347633918p2/12826447.jpg,true,2020-02-19 21:38:34.676342
76206467,Dan,Dan Abromowitz,"Chicago, IL",https://www.goodreads.com/user/show/76206467-dan-abromowitz,kca://profile:goodreads/A2J1KMSGWO6DQI,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:07.348611
85907136,Sharon,Sharon,"Tucson, AZ",https://www.goodreads.com/user/show/85907136-sharon,kca://profile:goodreads/A35PUNUX7L9MIM,https://images.gr-assets.com/users/1547687635p3/85907136.jpg,https://images.gr-assets.com/users/1547687635p2/85907136.jpg,true,2020-02-19 21:39:08.314478
91305674,Geena,Geena Kenemore,"Louisville, KY",https://www.goodreads.com/user/show/91305674-geena-kenemore,kca://profile:goodreads/AK5MGPOP9MUGL,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:09.212183
90307732,Kim,Kim,"Detroit, MI",https://www.goodreads.com/user/show/90307732-kim,kca://profile:goodreads/A1XV1LWJZ764GR,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:10.153737
14730037,Paolo,Paolo Vergara,"Marikina, Philippines",https://www.goodreads.com/user/show/14730037-paolo-vergara,kca://profile:goodreads/AZ7ISBZ2X7404,https://images.gr-assets.com/users/1579252375p3/14730037.jpg,https://images.gr-assets.com/users/1579252375p2/14730037.jpg,true,2020-02-19 21:39:11.090052
102177361,Walker,Walker James,,https://www.goodreads.com/user/show/102177361-walker-james,kca://profile:goodreads/A3094D0VUNDNNC,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:12.040982
102219646,Karen,Karen,Canada,https://www.goodreads.com/user/show/102219646-karen,kca://profile:goodreads/A2S02L81W390IL,https://s.gr-assets.com/assets/nophoto/user/f_111x148-8060b12280b2aec7543bafb574ee8422.png,https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png,false,2020-02-19 21:39:13.000802
108765121,Greg,Greg Hernandez,"Los Angeles, CA",https://www.goodreads.com/user/show/108765121-greg-hernandez,kca://profile:goodreads/A3O4P5J2KINQUV,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:13.966407
102598042,D.,D. Slaton,The United States,https://www.goodreads.com/user/show/102598042-d-slaton,kca://profile:goodreads/AXTQAT5EY0L6X,https://images.gr-assets.com/users/1568207732p3/102598042.jpg,https://images.gr-assets.com/users/1568207732p2/102598042.jpg,true,2020-02-19 21:39:14.876881
97378525,Tin,Tin Hồng,"Ho Chi Minh City, 20, Viet Nam",https://www.goodreads.com/user/show/97378525-tin-h-ng,kca://profile:goodreads/A734XQSS9F1CB,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:15.787879
91408922,Michelle,Michelle Lang,"Peterborough, ON, Canada",https://www.goodreads.com/user/show/91408922-michelle-lang,kca://profile:goodreads/A3QVWOB72PB1X9,https://images.gr-assets.com/users/1578365684p3/91408922.jpg,https://images.gr-assets.com/users/1578365684p2/91408922.jpg,true,2020-02-19 21:39:16.687687
105209745,Miranda,Miranda,Australia,https://www.goodreads.com/user/show/105209745-miranda,kca://profile:goodreads/AL7PKM73XJ5UD,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:17.575293
77924270,Allison,Allison A,The United States,https://www.goodreads.com/user/show/77924270-allison-a,kca://profile:goodreads/A3M51VHTPRV8VY,https://images.gr-assets.com/users/1518900888p3/77924270.jpg,https://images.gr-assets.com/users/1518900888p2/77924270.jpg,true,2020-02-19 21:39:18.544649
59216898,Jill,Jill Haworth,"London, H9, The United Kingdom",https://www.goodreads.com/user/show/59216898-jill-haworth,kca://profile:goodreads/ATWEUZIVYJ3FA,https://images.gr-assets.com/users/1472761938p3/59216898.jpg,https://images.gr-assets.com/users/1472761938p2/59216898.jpg,true,2020-02-19 21:39:19.520000
96304158,Emily,Emily Eden,"Shenandoah, IA",https://www.goodreads.com/user/show/96304158-emily-eden,kca://profile:goodreads/ALCLJK1MK4NGT,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:20.495502
29591239,Hannah,Hannah Blair,"Montréal, QC, Canada",https://www.goodreads.com/user/show/29591239-hannah-blair,kca://profile:goodreads/A1UA9C5XE9J119,https://images.gr-assets.com/users/1553379098p3/29591239.jpg,https://images.gr-assets.com/users/1553379098p2/29591239.jpg,true,2020-02-19 21:39:21.453771
36080699,Boriiberto,Boriiberto,"Mexico, 09, Mexico",https://www.goodreads.com/user/show/36080699-boriiberto,kca://profile:goodreads/AY69L45N6I5X3,https://images.gr-assets.com/users/1483633092p3/36080699.jpg,https://images.gr-assets.com/users/1483633092p2/36080699.jpg,true,2020-02-19 21:39:22.404611
4515563,Terri,Terri,Canada,https://www.goodreads.com/user/show/4515563-terri,kca://profile:goodreads/A1C705MXK33ST9,https://images.gr-assets.com/users/1537365199p3/4515563.jpg,https://images.gr-assets.com/users/1537365199p2/4515563.jpg,true,2020-02-19 21:39:23.299778
108765121,Greg,Greg Hernandez,"Los Angeles, CA",https://www.goodreads.com/user/show/108765121-greg-hernandez,kca://profile:goodreads/A3O4P5J2KINQUV,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:24.217727
12826447,Alison,Alison,"Red Deer, AB, Canada",https://www.goodreads.com/user/show/12826447-alison,kca://profile:goodreads/A21KOVQY8PUXBM,https://images.gr-assets.com/users/1347633918p3/12826447.jpg,https://images.gr-assets.com/users/1347633918p2/12826447.jpg,true,2020-02-19 21:39:25.242333
76206467,Dan,Dan Abromowitz,"Chicago, IL",https://www.goodreads.com/user/show/76206467-dan-abromowitz,kca://profile:goodreads/A2J1KMSGWO6DQI,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:57.618369
85907136,Sharon,Sharon,"Tucson, AZ",https://www.goodreads.com/user/show/85907136-sharon,kca://profile:goodreads/A35PUNUX7L9MIM,https://images.gr-assets.com/users/1547687635p3/85907136.jpg,https://images.gr-assets.com/users/1547687635p2/85907136.jpg,true,2020-02-19 21:39:58.580270
91305674,Geena,Geena Kenemore,"Louisville, KY",https://www.goodreads.com/user/show/91305674-geena-kenemore,kca://profile:goodreads/AK5MGPOP9MUGL,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:39:59.453748
90307732,Kim,Kim,"Detroit, MI",https://www.goodreads.com/user/show/90307732-kim,kca://profile:goodreads/A1XV1LWJZ764GR,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:00.418892
14730037,Paolo,Paolo Vergara,"Marikina, Philippines",https://www.goodreads.com/user/show/14730037-paolo-vergara,kca://profile:goodreads/AZ7ISBZ2X7404,https://images.gr-assets.com/users/1579252375p3/14730037.jpg,https://images.gr-assets.com/users/1579252375p2/14730037.jpg,true,2020-02-19 21:40:01.347830
102177361,Walker,Walker James,,https://www.goodreads.com/user/show/102177361-walker-james,kca://profile:goodreads/A3094D0VUNDNNC,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:02.313963
102219646,Karen,Karen,Canada,https://www.goodreads.com/user/show/102219646-karen,kca://profile:goodreads/A2S02L81W390IL,https://s.gr-assets.com/assets/nophoto/user/f_111x148-8060b12280b2aec7543bafb574ee8422.png,https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png,false,2020-02-19 21:40:03.274232
108765121,Greg,Greg Hernandez,"Los Angeles, CA",https://www.goodreads.com/user/show/108765121-greg-hernandez,kca://profile:goodreads/A3O4P5J2KINQUV,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:04.271588
102598042,D.,D. Slaton,The United States,https://www.goodreads.com/user/show/102598042-d-slaton,kca://profile:goodreads/AXTQAT5EY0L6X,https://images.gr-assets.com/users/1568207732p3/102598042.jpg,https://images.gr-assets.com/users/1568207732p2/102598042.jpg,true,2020-02-19 21:40:05.214667
97378525,Tin,Tin Hồng,"Ho Chi Minh City, 20, Viet Nam",https://www.goodreads.com/user/show/97378525-tin-h-ng,kca://profile:goodreads/A734XQSS9F1CB,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:06.154537
91408922,Michelle,Michelle Lang,"Peterborough, ON, Canada",https://www.goodreads.com/user/show/91408922-michelle-lang,kca://profile:goodreads/A3QVWOB72PB1X9,https://images.gr-assets.com/users/1578365684p3/91408922.jpg,https://images.gr-assets.com/users/1578365684p2/91408922.jpg,true,2020-02-19 21:40:07.074003
105209745,Miranda,Miranda,Australia,https://www.goodreads.com/user/show/105209745-miranda,kca://profile:goodreads/AL7PKM73XJ5UD,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:07.993283
77924270,Allison,Allison A,The United States,https://www.goodreads.com/user/show/77924270-allison-a,kca://profile:goodreads/A3M51VHTPRV8VY,https://images.gr-assets.com/users/1518900888p3/77924270.jpg,https://images.gr-assets.com/users/1518900888p2/77924270.jpg,true,2020-02-19 21:40:08.945200
59216898,Jill,Jill Haworth,"London, H9, The United Kingdom",https://www.goodreads.com/user/show/59216898-jill-haworth,kca://profile:goodreads/ATWEUZIVYJ3FA,https://images.gr-assets.com/users/1472761938p3/59216898.jpg,https://images.gr-assets.com/users/1472761938p2/59216898.jpg,true,2020-02-19 21:40:09.887003
96304158,Emily,Emily Eden,"Shenandoah, IA",https://www.goodreads.com/user/show/96304158-emily-eden,kca://profile:goodreads/ALCLJK1MK4NGT,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:10.831191
29591239,Hannah,Hannah Blair,"Montréal, QC, Canada",https://www.goodreads.com/user/show/29591239-hannah-blair,kca://profile:goodreads/A1UA9C5XE9J119,https://images.gr-assets.com/users/1553379098p3/29591239.jpg,https://images.gr-assets.com/users/1553379098p2/29591239.jpg,true,2020-02-19 21:40:11.728444
36080699,Boriiberto,Boriiberto,"Mexico, 09, Mexico",https://www.goodreads.com/user/show/36080699-boriiberto,kca://profile:goodreads/AY69L45N6I5X3,https://images.gr-assets.com/users/1483633092p3/36080699.jpg,https://images.gr-assets.com/users/1483633092p2/36080699.jpg,true,2020-02-19 21:40:12.653307
4515563,Terri,Terri,Canada,https://www.goodreads.com/user/show/4515563-terri,kca://profile:goodreads/A1C705MXK33ST9,https://images.gr-assets.com/users/1537365199p3/4515563.jpg,https://images.gr-assets.com/users/1537365199p2/4515563.jpg,true,2020-02-19 21:40:13.555288
108765121,Greg,Greg Hernandez,"Los Angeles, CA",https://www.goodreads.com/user/show/108765121-greg-hernandez,kca://profile:goodreads/A3O4P5J2KINQUV,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:14.514724
12826447,Alison,Alison,"Red Deer, AB, Canada",https://www.goodreads.com/user/show/12826447-alison,kca://profile:goodreads/A21KOVQY8PUXBM,https://images.gr-assets.com/users/1347633918p3/12826447.jpg,https://images.gr-assets.com/users/1347633918p2/12826447.jpg,true,2020-02-19 21:40:15.474922
76206467,Dan,Dan Abromowitz,"Chicago, IL",https://www.goodreads.com/user/show/76206467-dan-abromowitz,kca://profile:goodreads/A2J1KMSGWO6DQI,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:47.978541
85907136,Sharon,Sharon,"Tucson, AZ",https://www.goodreads.com/user/show/85907136-sharon,kca://profile:goodreads/A35PUNUX7L9MIM,https://images.gr-assets.com/users/1547687635p3/85907136.jpg,https://images.gr-assets.com/users/1547687635p2/85907136.jpg,true,2020-02-19 21:40:48.936317
91305674,Geena,Geena Kenemore,"Louisville, KY",https://www.goodreads.com/user/show/91305674-geena-kenemore,kca://profile:goodreads/AK5MGPOP9MUGL,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:49.877330
90307732,Kim,Kim,"Detroit, MI",https://www.goodreads.com/user/show/90307732-kim,kca://profile:goodreads/A1XV1LWJZ764GR,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:50.875222
14730037,Paolo,Paolo Vergara,"Marikina, Philippines",https://www.goodreads.com/user/show/14730037-paolo-vergara,kca://profile:goodreads/AZ7ISBZ2X7404,https://images.gr-assets.com/users/1579252375p3/14730037.jpg,https://images.gr-assets.com/users/1579252375p2/14730037.jpg,true,2020-02-19 21:40:51.781628
102177361,Walker,Walker James,,https://www.goodreads.com/user/show/102177361-walker-james,kca://profile:goodreads/A3094D0VUNDNNC,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:52.659957
102219646,Karen,Karen,Canada,https://www.goodreads.com/user/show/102219646-karen,kca://profile:goodreads/A2S02L81W390IL,https://s.gr-assets.com/assets/nophoto/user/f_111x148-8060b12280b2aec7543bafb574ee8422.png,https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png,false,2020-02-19 21:40:53.628086
108765121,Greg,Greg Hernandez,"Los Angeles, CA",https://www.goodreads.com/user/show/108765121-greg-hernandez,kca://profile:goodreads/A3O4P5J2KINQUV,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:54.549562
102598042,D.,D. Slaton,The United States,https://www.goodreads.com/user/show/102598042-d-slaton,kca://profile:goodreads/AXTQAT5EY0L6X,https://images.gr-assets.com/users/1568207732p3/102598042.jpg,https://images.gr-assets.com/users/1568207732p2/102598042.jpg,true,2020-02-19 21:40:55.455504
97378525,Tin,Tin Hồng,"Ho Chi Minh City, 20, Viet Nam",https://www.goodreads.com/user/show/97378525-tin-h-ng,kca://profile:goodreads/A734XQSS9F1CB,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:56.370175
91408922,Michelle,Michelle Lang,"Peterborough, ON, Canada",https://www.goodreads.com/user/show/91408922-michelle-lang,kca://profile:goodreads/A3QVWOB72PB1X9,https://images.gr-assets.com/users/1578365684p3/91408922.jpg,https://images.gr-assets.com/users/1578365684p2/91408922.jpg,true,2020-02-19 21:40:57.290581
105209745,Miranda,Miranda,Australia,https://www.goodreads.com/user/show/105209745-miranda,kca://profile:goodreads/AL7PKM73XJ5UD,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:40:58.192535
77924270,Allison,Allison A,The United States,https://www.goodreads.com/user/show/77924270-allison-a,kca://profile:goodreads/A3M51VHTPRV8VY,https://images.gr-assets.com/users/1518900888p3/77924270.jpg,https://images.gr-assets.com/users/1518900888p2/77924270.jpg,true,2020-02-19 21:40:59.128270
59216898,Jill,Jill Haworth,"London, H9, The United Kingdom",https://www.goodreads.com/user/show/59216898-jill-haworth,kca://profile:goodreads/ATWEUZIVYJ3FA,https://images.gr-assets.com/users/1472761938p3/59216898.jpg,https://images.gr-assets.com/users/1472761938p2/59216898.jpg,true,2020-02-19 21:41:00.054249
96304158,Emily,Emily Eden,"Shenandoah, IA",https://www.goodreads.com/user/show/96304158-emily-eden,kca://profile:goodreads/ALCLJK1MK4NGT,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:41:00.956836
29591239,Hannah,Hannah Blair,"Montréal, QC, Canada",https://www.goodreads.com/user/show/29591239-hannah-blair,kca://profile:goodreads/A1UA9C5XE9J119,https://images.gr-assets.com/users/1553379098p3/29591239.jpg,https://images.gr-assets.com/users/1553379098p2/29591239.jpg,true,2020-02-19 21:41:01.902763
36080699,Boriiberto,Boriiberto,"Mexico, 09, Mexico",https://www.goodreads.com/user/show/36080699-boriiberto,kca://profile:goodreads/AY69L45N6I5X3,https://images.gr-assets.com/users/1483633092p3/36080699.jpg,https://images.gr-assets.com/users/1483633092p2/36080699.jpg,true,2020-02-19 21:41:02.832388
4515563,Terri,Terri,Canada,https://www.goodreads.com/user/show/4515563-terri,kca://profile:goodreads/A1C705MXK33ST9,https://images.gr-assets.com/users/1537365199p3/4515563.jpg,https://images.gr-assets.com/users/1537365199p2/4515563.jpg,true,2020-02-19 21:41:04.038674
108765121,Greg,Greg Hernandez,"Los Angeles, CA",https://www.goodreads.com/user/show/108765121-greg-hernandez,kca://profile:goodreads/A3O4P5J2KINQUV,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:41:05.049079
12826447,Alison,Alison,"Red Deer, AB, Canada",https://www.goodreads.com/user/show/12826447-alison,kca://profile:goodreads/A21KOVQY8PUXBM,https://images.gr-assets.com/users/1347633918p3/12826447.jpg,https://images.gr-assets.com/users/1347633918p2/12826447.jpg,true,2020-02-19 21:41:05.995512
76206467,Dan,Dan Abromowitz,"Chicago, IL",https://www.goodreads.com/user/show/76206467-dan-abromowitz,kca://profile:goodreads/A2J1KMSGWO6DQI,https://s.gr-assets.com/assets/nophoto/user/u_111x148-9394ebedbb3c6c218f64be9549657029.png,https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png,false,2020-02-19 21:41:38.313441
