author_id,name,role,profile_url,average_rating,rating_count,text_review_count,record_create_timestamp
9325,Gertrude Stein,,https://www.goodreads.com/author/show/9325.Gertrude_Stein,3.61,25296,2203,2020-02-19 21:43:33.547939
874131,Tryno Maldonado,,https://www.goodreads.com/author/show/874131.Tryno_Maldonado,3.63,454,67,2020-02-19 21:43:34.506592
6552699,Yūsei Matsui,,https://www.goodreads.com/author/show/6552699.Y_sei_Matsui,4.34,50142,2803,2020-02-19 21:43:35.434664
585,John Steinbeck,,https://www.goodreads.com/author/show/585.John_Steinbeck,3.93,3539698,98634,2020-02-19 21:43:36.400218
16591690,Sienna Blake,,https://www.goodreads.com/author/show/16591690.Sienna_Blake,4.22,7049,1236,2020-02-19 21:43:37.299615
874602,Ursula K. Le Guin,,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.05,929234,54339,2020-02-19 21:44:10.099292
7410834,Jennifer Rayes,,https://www.goodreads.com/author/show/7410834.Jennifer_Rayes,4.14,499,324,2020-02-19 21:44:11.064481
15149526,Trevor Noah,,https://www.goodreads.com/author/show/15149526.Trevor_Noah,4.46,286311,29041,2020-02-19 21:44:11.976145
19490084,Isla Olsen,,https://www.goodreads.com/author/show/19490084.Isla_Olsen,4.17,269,96,2020-02-19 21:44:13.321677
15139149,Á Lạp,,https://www.goodreads.com/author/show/15139149._L_p,4.57,7,2,2020-02-19 21:44:14.252021
1124669,Kao Kalia Yang,,https://www.goodreads.com/author/show/1124669.Kao_Kalia_Yang,4.20,7659,1260,2020-02-19 21:44:15.195868
6534710,Eden Summers,,https://www.goodreads.com/author/show/6534710.Eden_Summers,4.08,23133,3739,2020-02-19 21:44:16.159227
585,John Steinbeck,,https://www.goodreads.com/author/show/585.John_Steinbeck,3.93,3539698,98634,2020-02-19 21:44:17.157638
8442873,Ammar Habib,,https://www.goodreads.com/author/show/8442873.Ammar_Habib,4.22,14398,2069,2020-02-19 21:44:18.092543
15755726,Chu Đình Tới,,https://www.goodreads.com/author/show/15755726.Chu_nh_T_i,4.11,122,33,2020-02-19 21:44:19.980618
15292,Rachel Caine,,https://www.goodreads.com/author/show/15292.Rachel_Caine,4.09,1004549,55658,2020-02-19 21:44:20.858124
9599,Paul Theroux,,https://www.goodreads.com/author/show/9599.Paul_Theroux,3.82,118275,9318,2020-02-19 21:44:21.792730
18064393,Sue Rainsford,,https://www.goodreads.com/author/show/18064393.Sue_Rainsford,3.78,993,310,2020-02-19 21:44:22.788458
19705698,Anne R. Boyden,,https://www.goodreads.com/author/show/19705698.Anne_R_Boyden,4.30,680,514,2020-02-19 21:44:23.741647
634694,Kevin Kwan,,https://www.goodreads.com/author/show/634694.Kevin_Kwan,3.86,513072,44109,2020-02-19 21:44:24.676002
9325,Gertrude Stein,,https://www.goodreads.com/author/show/9325.Gertrude_Stein,3.61,25296,2203,2020-02-19 21:44:25.682438
874131,Tryno Maldonado,,https://www.goodreads.com/author/show/874131.Tryno_Maldonado,3.63,454,67,2020-02-19 21:44:26.628685
6552699,Yūsei Matsui,,https://www.goodreads.com/author/show/6552699.Y_sei_Matsui,4.34,50142,2803,2020-02-19 21:44:27.572566
585,John Steinbeck,,https://www.goodreads.com/author/show/585.John_Steinbeck,3.93,3539698,98634,2020-02-19 21:44:28.497377
16591690,Sienna Blake,,https://www.goodreads.com/author/show/16591690.Sienna_Blake,4.22,7049,1236,2020-02-19 21:44:29.653293
874602,Ursula K. Le Guin,,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.05,929234,54339,2020-02-19 21:45:02.084822
7410834,Jennifer Rayes,,https://www.goodreads.com/author/show/7410834.Jennifer_Rayes,4.14,499,324,2020-02-19 21:45:03.050804
15149526,Trevor Noah,,https://www.goodreads.com/author/show/15149526.Trevor_Noah,4.46,286311,29041,2020-02-19 21:45:04.011228
19490084,Isla Olsen,,https://www.goodreads.com/author/show/19490084.Isla_Olsen,4.17,269,96,2020-02-19 21:45:04.989407
15139149,Á Lạp,,https://www.goodreads.com/author/show/15139149._L_p,4.57,7,2,2020-02-19 21:45:05.908892
1124669,Kao Kalia Yang,,https://www.goodreads.com/author/show/1124669.Kao_Kalia_Yang,4.20,7659,1260,2020-02-19 21:45:06.835879
6534710,Eden Summers,,https://www.goodreads.com/author/show/6534710.Eden_Summers,4.08,23133,3739,2020-02-19 21:45:08.211898
585,John Steinbeck,,https://www.goodreads.com/author/show/585.John_Steinbeck,3.93,3539698,98634,2020-02-19 21:45:09.143536
8442873,Ammar Habib,,https://www.goodreads.com/author/show/8442873.Ammar_Habib,4.22,14398,2069,2020-02-19 21:45:10.071148
15755726,Chu Đình Tới,,https://www.goodreads.com/author/show/15755726.Chu_nh_T_i,4.11,122,33,2020-02-19 21:45:11.021560
15292,Rachel Caine,,https://www.goodreads.com/author/show/15292.Rachel_Caine,4.09,1004549,55658,2020-02-19 21:45:11.928593
9599,Paul Theroux,,https://www.goodreads.com/author/show/9599.Paul_Theroux,3.82,118275,9318,2020-02-19 21:45:12.860773
18064393,Sue Rainsford,,https://www.goodreads.com/author/show/18064393.Sue_Rainsford,3.78,993,310,2020-02-19 21:45:13.814273
19705698,Anne R. Boyden,,https://www.goodreads.com/author/show/19705698.Anne_R_Boyden,4.30,680,514,2020-02-19 21:45:14.743186
634694,Kevin Kwan,,https://www.goodreads.com/author/show/634694.Kevin_Kwan,3.86,513072,44109,2020-02-19 21:45:16.013091
9325,Gertrude Stein,,https://www.goodreads.com/author/show/9325.Gertrude_Stein,3.61,25296,2203,2020-02-19 21:45:16.967315
874131,Tryno Maldonado,,https://www.goodreads.com/author/show/874131.Tryno_Maldonado,3.63,454,67,2020-02-19 21:45:17.892882
6552699,Yūsei Matsui,,https://www.goodreads.com/author/show/6552699.Y_sei_Matsui,4.34,50142,2803,2020-02-19 21:45:18.866340
585,John Steinbeck,,https://www.goodreads.com/author/show/585.John_Steinbeck,3.93,3539698,98634,2020-02-19 21:45:19.784642
16591690,Sienna Blake,,https://www.goodreads.com/author/show/16591690.Sienna_Blake,4.22,7049,1236,2020-02-19 21:45:20.713851
874602,Ursula K. Le Guin,,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.05,929234,54339,2020-02-19 21:45:53.933191
7410834,Jennifer Rayes,,https://www.goodreads.com/author/show/7410834.Jennifer_Rayes,4.14,499,324,2020-02-19 21:45:54.841062
15149526,Trevor Noah,,https://www.goodreads.com/author/show/15149526.Trevor_Noah,4.46,286311,29041,2020-02-19 21:45:55.821625
19490084,Isla Olsen,,https://www.goodreads.com/author/show/19490084.Isla_Olsen,4.17,269,96,2020-02-19 21:45:56.830855
15139149,Á Lạp,,https://www.goodreads.com/author/show/15139149._L_p,4.57,7,2,2020-02-19 21:45:57.721841
1124669,Kao Kalia Yang,,https://www.goodreads.com/author/show/1124669.Kao_Kalia_Yang,4.20,7659,1260,2020-02-19 21:45:58.696271
6534710,Eden Summers,,https://www.goodreads.com/author/show/6534710.Eden_Summers,4.08,23133,3739,2020-02-19 21:45:59.645334
585,John Steinbeck,,https://www.goodreads.com/author/show/585.John_Steinbeck,3.93,3539698,98634,2020-02-19 21:46:00.571123
8442873,Ammar Habib,,https://www.goodreads.com/author/show/8442873.Ammar_Habib,4.22,14398,2069,2020-02-19 21:46:01.532508
15755726,Chu Đình Tới,,https://www.goodreads.com/author/show/15755726.Chu_nh_T_i,4.11,122,33,2020-02-19 21:46:02.554327
15292,Rachel Caine,,https://www.goodreads.com/author/show/15292.Rachel_Caine,4.09,1004549,55658,2020-02-19 21:46:03.489084
9599,Paul Theroux,,https://www.goodreads.com/author/show/9599.Paul_Theroux,3.82,118275,9318,2020-02-19 21:46:04.454295
18064393,Sue Rainsford,,https://www.goodreads.com/author/show/18064393.Sue_Rainsford,3.78,993,310,2020-02-19 21:46:05.396272
19705698,Anne R. Boyden,,https://www.goodreads.com/author/show/19705698.Anne_R_Boyden,4.30,680,514,2020-02-19 21:46:06.293890
634694,Kevin Kwan,,https://www.goodreads.com/author/show/634694.Kevin_Kwan,3.86,513072,44109,2020-02-19 21:46:07.264196
9325,Gertrude Stein,,https://www.goodreads.com/author/show/9325.Gertrude_Stein,3.61,25296,2203,2020-02-19 21:46:08.180314
874131,Tryno Maldonado,,https://www.goodreads.com/author/show/874131.Tryno_Maldonado,3.63,454,67,2020-02-19 21:46:09.121407
6552699,Yūsei Matsui,,https://www.goodreads.com/author/show/6552699.Y_sei_Matsui,4.34,50142,2803,2020-02-19 21:46:10.051600
585,John Steinbeck,,https://www.goodreads.com/author/show/585.John_Steinbeck,3.93,3539698,98634,2020-02-19 21:46:11.000848
16591690,Sienna Blake,,https://www.goodreads.com/author/show/16591690.Sienna_Blake,4.22,7049,1236,2020-02-19 21:46:11.981627
874602,Ursula K. Le Guin,,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.05,929234,54339,2020-02-19 21:46:44.630297
7410834,Jennifer Rayes,,https://www.goodreads.com/author/show/7410834.Jennifer_Rayes,4.14,499,324,2020-02-19 21:46:45.567780
15149526,Trevor Noah,,https://www.goodreads.com/author/show/15149526.Trevor_Noah,4.46,286311,29041,2020-02-19 21:46:46.454781
19490084,Isla Olsen,,https://www.goodreads.com/author/show/19490084.Isla_Olsen,4.17,269,96,2020-02-19 21:46:47.387169
15139149,Á Lạp,,https://www.goodreads.com/author/show/15139149._L_p,4.57,7,2,2020-02-19 21:46:48.287425
1124669,Kao Kalia Yang,,https://www.goodreads.com/author/show/1124669.Kao_Kalia_Yang,4.20,7659,1260,2020-02-19 21:46:49.248555
6534710,Eden Summers,,https://www.goodreads.com/author/show/6534710.Eden_Summers,4.08,23133,3739,2020-02-19 21:46:50.190904
